iter	Logloss
0	0.6274357473
1	0.5688370132
2	0.5160357565
3	0.4685629549
4	0.4257117406
5	0.3813379445
6	0.3446850568
7	0.3113266873
8	0.2774097042
9	0.2510198343
10	0.2283078824
11	0.2053737383
12	0.1872724924
13	0.1703499665
14	0.1545802101
15	0.1383666597
16	0.1237794405
17	0.1136522785
18	0.1043585068
19	0.09592140246
20	0.0878412662
21	0.08023448818
22	0.07364176713
23	0.06770077338
24	0.06287639356
25	0.05703634281
26	0.05216982852
27	0.04810642357
28	0.0443361935
29	0.04073351641
30	0.03727563124
31	0.03420502443
32	0.0314411709
33	0.02900758732
34	0.0268962316
35	0.02490189294
36	0.02313515179
37	0.02169434767
38	0.01997809489
39	0.01840154445
40	0.0173419135
41	0.0161915278
42	0.01510577419
43	0.01413135909
44	0.01322746543
45	0.01248749065
46	0.01181587467
47	0.01123080506
48	0.01052584815
49	0.009873208314
50	0.009357225616
51	0.008848233695
52	0.008390040087
53	0.007987584679
54	0.007638956693
55	0.007274001095
56	0.006911096519
57	0.006602155215
58	0.006310323043
59	0.005992488201
60	0.005749858876
61	0.00553269346
62	0.005328712629
63	0.005144577903
64	0.004943473088
65	0.004779885665
66	0.004620501154
67	0.004437893501
68	0.004300046893
69	0.004141541335
70	0.003995969742
71	0.00387525689
72	0.003771446939
73	0.003669802873
74	0.003557206932
75	0.003458110135
76	0.003386174998
77	0.00330795859
78	0.003205753629
79	0.00310633396
80	0.003038675056
81	0.002972589232
82	0.002912204545
83	0.002827910641
84	0.002740668852
85	0.002684085374
86	0.002630991396
87	0.002553794697
88	0.002500371881
89	0.002440711988
90	0.002404447841
91	0.002369964792
92	0.002337596712
93	0.002275983711
94	0.002237741801
95	0.002204876082
96	0.002156443294
97	0.002129965971
98	0.002079353753
99	0.002057522365
100	0.002011709938
101	0.001976904191
102	0.001934654029
103	0.001910131644
104	0.001857951685
105	0.001823406154
106	0.001804659827
107	0.001759004541
108	0.00172650387
109	0.001696000032
110	0.00167895734
111	0.00165979835
112	0.001629115475
113	0.001605250861
114	0.00157511138
115	0.001547495803
116	0.001521299153
117	0.001493322903
118	0.001459981761
119	0.001428435312
120	0.001400050656
121	0.001372726249
122	0.001360360868
123	0.00133961744
124	0.00131761559
125	0.001297050421
126	0.001277574447
127	0.001256060744
128	0.001231715804
129	0.001210584936
130	0.001189992375
131	0.00117006929
132	0.001158702398
133	0.001138917064
134	0.001132001993
135	0.001113448785
136	0.001094864203
137	0.001077517571
138	0.001057159989
139	0.001049287453
140	0.001030252995
141	0.001016040961
142	0.00100958278
143	0.0009938846529
144	0.0009782566696
145	0.0009594331757
146	0.0009459628176
147	0.0009307123012
148	0.0009171515751
149	0.0009050529272
150	0.0009018333656
151	0.0008974393752
152	0.0008865430897
153	0.0008748118626
154	0.0008605120564
155	0.0008455405097
156	0.0008361148705
157	0.0008222942026
158	0.0008165866721
159	0.0008042995991
160	0.0007925141665
161	0.0007806683775
162	0.0007674598312
163	0.0007559416541
164	0.0007436624357
165	0.0007401988537
166	0.0007288689295
167	0.0007178457458
168	0.0007070921747
169	0.0006961105512
170	0.0006925870708
171	0.0006843936739
172	0.0006732529013
173	0.0006647557646
174	0.0006555816953
175	0.0006532208442
176	0.0006426301588
177	0.0006340648285
178	0.0006261535573
179	0.0006160426216
180	0.00060732077
181	0.0006034656975
182	0.0005964515706
183	0.0005888204807
184	0.0005810063164
185	0.0005736663007
186	0.0005656323198
187	0.0005572709827
188	0.0005500749291
189	0.0005429305898
190	0.000534996458
191	0.0005294657535
192	0.0005240382602
193	0.0005205866974
194	0.0005148025104
195	0.0005080289304
196	0.0005033094896
197	0.0004969620278
198	0.000490945168
199	0.0004882005371
200	0.0004814633007
201	0.0004756480614
202	0.0004691467357
203	0.000460987555
204	0.0004553040307
205	0.0004522998814
206	0.0004471668373
207	0.0004420756389
208	0.0004356353602
209	0.0004335928836
210	0.0004286329887
211	0.0004243215745
212	0.000422827824
213	0.0004169309287
214	0.0004110559574
215	0.0004058066659
216	0.0004027067686
217	0.0003978758777
218	0.0003913289032
219	0.00038709433
220	0.0003819646715
221	0.0003796116252
222	0.0003758397434
223	0.000370681241
224	0.0003663507625
225	0.0003630911424
226	0.0003590760027
227	0.0003548443918
228	0.0003494229229
229	0.0003466165501
230	0.0003432258982
231	0.0003402697941
232	0.0003375785434
233	0.0003340996072
234	0.0003303943362
235	0.000327653049
236	0.0003260829866
237	0.0003231446504
238	0.0003200930984
239	0.0003187770609
240	0.0003152692202
241	0.0003124543832
242	0.0003094274213
243	0.0003061044855
244	0.0003052060596
245	0.0003024269488
246	0.0003012371978
247	0.0002990648167
248	0.000296916335
249	0.0002952344867
250	0.0002926562494
251	0.0002915598595
252	0.0002883423261
253	0.0002872975316
254	0.0002843667306
255	0.000282102304
256	0.0002810658904
257	0.0002798305215
258	0.0002763626587
259	0.0002750155199
260	0.0002729651579
261	0.000272058992
262	0.0002701941759
263	0.000268379213
264	0.000267476593
265	0.0002651635596
266	0.0002643041966
267	0.0002635453407
268	0.0002615902857
269	0.0002591559079
270	0.0002566818571
271	0.0002560054164
272	0.0002547219291
273	0.0002528519847
274	0.0002506728215
275	0.0002483972115
276	0.000246975207
277	0.0002459758238
278	0.0002454188519
279	0.0002437234033
280	0.0002421133249
281	0.000240614937
282	0.0002393693158
283	0.0002378128272
284	0.0002358105044
285	0.0002345383222
286	0.0002333058745
287	0.0002325058968
288	0.0002307833812
289	0.0002290853399
290	0.0002282185154
291	0.0002265653108
292	0.0002255730694
293	0.000224859308
294	0.0002241613436
295	0.000222471016
296	0.0002212978467
297	0.0002206068906
298	0.000218597624
299	0.0002178858423
300	0.0002161553535
301	0.0002145524242
302	0.000213921597
303	0.0002118250011
304	0.0002103130849
305	0.0002096921595
306	0.0002087257883
307	0.0002079415843
308	0.0002073272551
309	0.0002064492398
310	0.0002059002632
311	0.0002053735654
312	0.0002048988253
313	0.000204141106
314	0.000203027825
315	0.0002024833476
316	0.0002017710659
317	0.0002005808149
318	0.0001999076077
319	0.0001981346362
320	0.0001973867116
321	0.0001955800773
322	0.0001943316493
323	0.0001929731819
324	0.0001909928021
325	0.0001898826023
326	0.0001894452664
327	0.0001878931552
328	0.0001868533218
329	0.0001860971159
330	0.0001850115926
331	0.000184023145
332	0.000183282126
333	0.0001827069667
334	0.0001814905022
335	0.0001804301512
336	0.0001796922206
337	0.0001792350769
338	0.0001782348856
339	0.0001765998901
340	0.0001751007132
341	0.0001745117968
342	0.000173819323
