Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
167397,-3.6352328269351,1.5319847732176,-2.47408157951491,-0.584568581238422,0.345812239778507,-0.121543012712807,1.03917811065116,-0.323806448005797,1.17165092338596,1.45386826036734,-0.0032776969147976,0.568621296916041,-0.37439927205604,0.25844510122354,0.344559818672934,-1.90100441380082,0.813518432321292,-2.17020190267391,-1.31478026003765,-1.20710216570956,0.497159881683139,1.23395559845219,-0.403665354523125,-0.526562031224406,-0.58073217301674,-0.483916090410075,-3.67141144956241,-0.244196116444501,50.52,0
167397,-3.6352328269351,1.5319847732176,-2.47408157951491,-0.584568581238422,0.345812239778507,-0.121543012712807,1.03917811065116,-0.323806448005797,1.17165092338596,1.45386826036734,-0.0032776969147976,0.568621296916041,-0.37439927205604,0.25844510122354,0.344559818672934,-1.90100441380082,0.813518432321292,-2.17020190267391,-1.31478026003765,-1.20710216570956,0.497159881683139,1.23395559845219,-0.403665354523125,-0.526562031224406,-0.58073217301674,-0.483916090410075,-3.67141144956241,-0.244196116444501,50.52,0
167397,-3.6352328269351,1.5319847732176,-2.47408157951491,-0.584568581238422,0.345812239778507,-0.121543012712807,1.03917811065116,-0.323806448005797,1.17165092338596,1.45386826036734,-0.0032776969147976,0.568621296916041,-0.37439927205604,0.25844510122354,0.344559818672934,-1.90100441380082,0.813518432321292,-2.17020190267391,-1.31478026003765,-1.20710216570956,0.497159881683139,1.23395559845219,-0.403665354523125,-0.526562031224406,-0.58073217301674,-0.483916090410075,-3.67141144956241,-0.244196116444501,50.52,0
167397,-3.64907814545508,1.51017866305058,-2.46439965947953,-0.579210980101587,0.39504758498298,-0.155022125548708,0.993241536537796,-0.314510531377737,1.17436935858894,1.45946459739298,-0.0050224582466517,0.573202053143268,-0.374592934003235,0.261676227430959,0.344005118602541,-1.90488966161725,0.815769390764751,-2.16932731954707,-1.31571450485623,-1.18918996725665,0.503675132549861,1.22998995813809,-0.407609276644771,-0.527264086970071,-0.582499907887377,-0.485350733864009,-3.68409851491251,-0.238834635170345,39.47,0
167397,-3.64907814545508,1.51017866305058,-2.46439965947953,-0.579210980101587,0.39504758498298,-0.155022125548708,0.993241536537796,-0.314510531377737,1.17436935858894,1.45946459739298,-0.0050224582466517,0.573202053143268,-0.374592934003235,0.261676227430959,0.344005118602541,-1.90488966161725,0.815769390764751,-2.16932731954707,-1.31571450485623,-1.18918996725665,0.503675132549861,1.22998995813809,-0.407609276644771,-0.527264086970071,-0.582499907887377,-0.485350733864009,-3.68409851491251,-0.238834635170345,39.47,0
167397,-3.64907814545508,1.51017866305058,-2.46439965947953,-0.579210980101587,0.39504758498298,-0.155022125548708,0.993241536537796,-0.314510531377737,1.17436935858894,1.45946459739298,-0.0050224582466517,0.573202053143268,-0.374592934003235,0.261676227430959,0.344005118602541,-1.90488966161725,0.815769390764751,-2.16932731954707,-1.31571450485623,-1.18918996725665,0.503675132549861,1.22998995813809,-0.407609276644771,-0.527264086970071,-0.582499907887377,-0.485350733864009,-3.68409851491251,-0.238834635170345,39.47,0
167397,-3.66504098327813,1.48503750074038,-2.45323697520345,-0.573033981143824,0.45181304180696,-0.193621573288924,0.940279368736506,-0.303792886324209,1.17750355447002,1.46591684478724,-0.00703406542926,0.578483395617013,-0.374816214836472,0.265401525881865,0.343365582050792,-1.90936912380561,0.81836461344074,-2.16831897664789,-1.31679163417646,-1.16853825609917,0.51118683354914,1.22541780812888,-0.41215638685561,-0.528073515947426,-0.584538002208819,-0.487004793375604,-3.69872595496322,-0.232653162642494,26.73,0
167397,-3.66504098327813,1.48503750074038,-2.45323697520345,-0.573033981143824,0.45181304180696,-0.193621573288924,0.940279368736506,-0.303792886324209,1.17750355447002,1.46591684478724,-0.00703406542926,0.578483395617013,-0.374816214836472,0.265401525881865,0.343365582050792,-1.90936912380561,0.81836461344074,-2.16831897664789,-1.31679163417646,-1.16853825609917,0.51118683354914,1.22541780812888,-0.41215638685561,-0.528073515947426,-0.584538002208819,-0.487004793375604,-3.69872595496322,-0.232653162642494,26.73,0
167397,-3.66504098327813,1.48503750074038,-2.45323697520345,-0.573033981143824,0.45181304180696,-0.193621573288924,0.940279368736506,-0.303792886324209,1.17750355447002,1.46591684478724,-0.00703406542926,0.578483395617013,-0.374816214836472,0.265401525881865,0.343365582050792,-1.90936912380561,0.81836461344074,-2.16831897664789,-1.31679163417646,-1.16853825609917,0.51118683354914,1.22541780812888,-0.41215638685561,-0.528073515947426,-0.584538002208819,-0.487004793375604,-3.69872595496322,-0.232653162642494,26.73,0
167397,-1.86342239494978,2.86681419586305,-1.97039219452346,1.86940164720059,-0.91703255138612,-1.10575280551754,-0.828027530110275,1.79262107282458,0.30448956523191,-1.30208608492902,-0.817151860012839,0.3289924086273,-0.898029149009357,-2.07647967953048,-1.2039950058224,0.0007470419409015,3.61077861028387,0.55156532585363,0.37120737966157,-0.0219371963883562,-0.422420179001351,-1.06248169831764,0.201741935692863,0.0876185809637089,0.370317097112757,-0.622656874354026,0.0996762777258302,-0.0484368069317966,0.99,0
167398,2.10160345428776,-0.585141941668486,-1.35206914391144,-0.327026426078979,-0.428695494192424,-1.27583501582319,0.0865282745643444,-0.513787345996351,-0.819018682778779,0.841542157422364,-0.762668193816297,0.741590150876095,1.54303502978134,-0.0127272832111253,-0.340873907437744,-1.82922706217006,-0.023821709689027,0.333726967950473,-0.618030453681358,-0.450751521360208,-0.483400085245073,-0.819627030740383,0.249557256061992,0.0730396157647164,-0.191939856397297,0.468930981540708,-0.0687610055522762,-0.0536812375911814,51.9,0
