iter	Logloss
0	0.3511370247
1	0.1758336888
2	0.09578254137
3	0.05220280762
4	0.03054247836
5	0.01932842171
6	0.01291258673
7	0.009340019041
8	0.007191507042
9	0.00583095095
10	0.004953400907
11	0.004335437427
12	0.003887528513
13	0.003570397071
14	0.003342864801
15	0.003159439838
16	0.002988069833
17	0.002886978441
18	0.002801117969
19	0.002731684253
20	0.002673863461
21	0.002644995228
22	0.002614476533
23	0.002572066007
24	0.002545251317
25	0.002527814816
26	0.002500255978
27	0.002482271628
28	0.002444642044
29	0.002394516196
30	0.002366486822
31	0.002352702734
32	0.002342362183
33	0.002308836014
34	0.002288058087
35	0.002267569932
36	0.002261233421
37	0.002241085547
38	0.002213889561
39	0.002205091354
40	0.002186992915
41	0.002163846018
42	0.002150739464
43	0.002136342506
44	0.00213022461
45	0.002117636167
46	0.002102736434
47	0.002096544924
48	0.002089292064
49	0.002083272745
50	0.002071727557
51	0.002063206839
52	0.002054886888
53	0.002046787618
54	0.002036316706
55	0.002029033905
56	0.002023301536
57	0.002008310381
58	0.001996721559
59	0.001990399702
60	0.001975822496
61	0.00195838738
62	0.001937841164
63	0.001925668496
64	0.001902513066
65	0.001893185999
66	0.001886217831
67	0.00187370991
68	0.001862059978
69	0.001848116227
70	0.001840252167
71	0.001826830995
72	0.001816896297
73	0.001811038971
74	0.00179579233
75	0.001784521156
76	0.001773279426
77	0.001761800525
78	0.001756413039
79	0.001751149942
80	0.001744063118
81	0.001731246282
82	0.001722497501
83	0.001712728927
84	0.001705882267
85	0.001697247964
86	0.001692328023
87	0.001681508529
88	0.001662101753
89	0.00165694994
90	0.00165151797
91	0.001646035346
92	0.001638449503
93	0.001633107036
94	0.001628520097
95	0.001611844718
96	0.001604653666
97	0.001601238423
98	0.001593694531
99	0.001587421718
100	0.001583260355
101	0.001578755842
102	0.001569952907
103	0.001561583448
104	0.001552768988
105	0.0015478573
106	0.001540566947
107	0.001534245901
108	0.001525803503
109	0.001516168498
110	0.001510560324
111	0.001503818927
112	0.001495410192
113	0.001492648701
114	0.001484505526
115	0.001473200379
116	0.001468364566
117	0.00146140404
118	0.001457459339
119	0.001445192453
120	0.001442613672
121	0.001439996337
122	0.001437213182
123	0.001433721866
124	0.001420501811
125	0.001417002405
126	0.001409180242
127	0.001407544195
128	0.001403424141
129	0.001395170385
130	0.001387229708
131	0.00138249319
132	0.001372507861
133	0.001367897926
134	0.001360915401
135	0.001351551334
136	0.001344136288
137	0.001341030989
138	0.001329820249
139	0.001328111853
140	0.001325536625
141	0.00131932929
142	0.001316200172
143	0.001307352002
144	0.001303968761
145	0.001295299552
146	0.001292969296
147	0.001290657199
148	0.001287784854
149	0.001279643776
150	0.001274633179
151	0.001270145712
152	0.001264065599
153	0.001259763303
154	0.00125568163
155	0.001252727412
156	0.001251788567
157	0.001249515898
158	0.001243730471
159	0.00124154344
160	0.001236386705
161	0.001234454526
162	0.001231859459
163	0.001228023476
164	0.001226254505
165	0.001223088639
166	0.0012188078
167	0.001216756335
168	0.001211873455
169	0.001210169125
170	0.001208221224
171	0.001204333771
172	0.001201992933
173	0.001200770503
174	0.001198946716
175	0.001197402806
176	0.00119411266
177	0.001186085537
178	0.001185092765
179	0.001178956346
180	0.001177538835
181	0.001174136445
182	0.001167654126
183	0.001164435501
184	0.001161791722
185	0.00115883605
186	0.001143305771
187	0.001141014794
188	0.001139082039
189	0.001137836718
190	0.001136168887
191	0.001134346718
192	0.001131166906
193	0.001128168859
194	0.001125386953
195	0.001121200674
196	0.001117966034
197	0.001116869136
198	0.001115289493
199	0.001111003022
200	0.001109845807
201	0.001106784315
202	0.001103393488
203	0.001096904502
204	0.001095763482
205	0.001092072445
206	0.001090429497
207	0.001089458776
208	0.001080661143
209	0.001078574134
210	0.001075299497
211	0.00106910592
212	0.001059718248
213	0.001058719523
214	0.001058063531
215	0.001053747225
216	0.001052565602
217	0.001050186161
218	0.001047247262
219	0.001046387741
220	0.001042669624
221	0.001042111718
222	0.00104162555
223	0.001038787683
224	0.001037941249
225	0.001037511149
226	0.001032788507
227	0.001024579275
228	0.001024052155
229	0.001020339777
230	0.001017774585
231	0.001015783179
232	0.001013785841
233	0.00101165948
234	0.001009011872
235	0.001007297353
236	0.001003361421
237	0.001001658587
238	0.001001246824
239	0.0009964143036
240	0.0009959403425
241	0.0009898541337
242	0.0009796694394
243	0.000976398547
244	0.0009747080367
245	0.0009739171295
246	0.0009721313264
247	0.0009663082046
248	0.0009622648594
249	0.0009583656028
250	0.0009572637427
251	0.0009565577203
252	0.0009547957428
253	0.0009531184844
254	0.0009517423603
255	0.0009481268629
256	0.0009433633057
257	0.0009417117803
258	0.0009401560554
259	0.0009341676114
260	0.0009309344099
261	0.0009287703907
262	0.0009261703024
263	0.0009239421829
264	0.0009174066624
265	0.0009168562573
266	0.0009155288343
267	0.0009126662749
268	0.0009099345088
269	0.0009052112472
270	0.0009042201709
271	0.000902673325
272	0.0009001953949
273	0.0008971664659
274	0.0008958673085
275	0.0008946562188
276	0.0008935965576
277	0.0008890364894
278	0.0008850628902
279	0.0008826305576
280	0.0008798381835
281	0.0008791667344
282	0.0008782163746
283	0.0008702331884
284	0.0008678622269
285	0.000864827474
286	0.0008536273424
287	0.0008530209478
288	0.0008504006663
289	0.0008456033903
290	0.0008444763106
291	0.0008416801232
292	0.000840579342
293	0.0008378910355
294	0.0008365357788
295	0.0008351109019
296	0.0008333714241
297	0.0008285580189
298	0.0008250881583
299	0.0008218796144
300	0.0008176057054
301	0.0008143604915
302	0.0008091435434
303	0.0008066154887
304	0.000806065961
305	0.0008043343997
306	0.000801130312
307	0.0007976128794
308	0.0007942961766
309	0.0007919587519
310	0.0007853272682
311	0.0007843943126
312	0.000780093444
313	0.0007776775426
314	0.0007749569813
315	0.0007715394709
316	0.0007709999176
317	0.0007654339403
318	0.0007630092035
319	0.0007626890004
320	0.0007622119154
321	0.0007616051965
322	0.0007591191021
323	0.0007555988868
324	0.0007547490415
325	0.0007531923043
326	0.0007495569527
327	0.0007473760738
328	0.0007428850507
329	0.0007407532673
330	0.0007392316551
331	0.0007376287167
332	0.0007343779044
333	0.0007328649803
334	0.0007288873793
335	0.0007274857413
336	0.0007261435988
337	0.0007257544972
338	0.000724474122
339	0.0007224246752
